step,actic loss,critic loss,average distance,time
11200,-0.5410,0.3870,4.5989,0min11sec
11210,-0.5405,0.3867,4.5984,0min11sec
11220,-0.5401,0.3864,4.5979,0min12sec
11230,-0.5396,0.3861,4.5974,0min11sec
11240,-0.5392,0.3858,4.5969,0min11sec
11250,-0.5387,0.3855,4.5964,0min12sec
11260,-0.5383,0.3852,4.5959,0min11sec
11270,-0.5378,0.3849,4.5953,0min11sec
11280,-0.5374,0.3846,4.5948,0min12sec
11290,-0.5370,0.3843,4.5943,0min11sec
11300,-0.5365,0.3840,4.5938,0min12sec
11310,-0.5361,0.3837,4.5933,0min12sec
11320,-0.5356,0.3834,4.5928,0min11sec
11330,-0.5352,0.3831,4.5923,0min12sec
11340,-0.5347,0.3828,4.5918,0min12sec
11350,-0.5343,0.3825,4.5913,0min12sec
11360,-0.5339,0.3822,4.5908,0min11sec
11370,-0.5334,0.3819,4.5902,0min11sec
11380,-0.5330,0.3816,4.5897,0min11sec
11390,-0.5326,0.3813,4.5892,0min11sec
11400,-0.5321,0.3810,4.5887,0min11sec
11410,-0.5317,0.3807,4.5882,0min11sec
11420,-0.5313,0.3804,4.5877,0min11sec
11430,-0.5308,0.3801,4.5872,0min12sec
11440,-0.5304,0.3798,4.5867,0min12sec
11450,-0.5300,0.3795,4.5862,0min11sec
11460,-0.5295,0.3792,4.5857,0min12sec
11470,-0.5291,0.3789,4.5852,0min12sec
11480,-0.5287,0.3786,4.5847,0min12sec
11490,-0.5282,0.3783,4.5842,0min12sec
11500,-0.5278,0.3780,4.5837,0min11sec
11510,-0.5274,0.3777,4.5832,0min11sec
11520,-0.5270,0.3774,4.5827,0min11sec
11530,-0.5265,0.3772,4.5822,0min12sec
11540,-0.5261,0.3769,4.5817,0min11sec
11550,-0.5257,0.3766,4.5813,0min12sec
11560,-0.5252,0.3763,4.5808,0min11sec
11570,-0.5248,0.3760,4.5803,0min11sec
11580,-0.5244,0.3757,4.5798,0min11sec
11590,-0.5240,0.3754,4.5793,0min11sec
11600,-0.5236,0.3751,4.5789,0min12sec
11610,-0.5231,0.3749,4.5784,0min11sec
11620,-0.5227,0.3746,4.5779,0min11sec
11630,-0.5223,0.3743,4.5774,0min11sec
11640,-0.5219,0.3740,4.5769,0min11sec
11650,-0.5215,0.3737,4.5764,0min11sec
11660,-0.5210,0.3734,4.5760,0min11sec
11670,-0.5206,0.3732,4.5755,0min12sec
11680,-0.5202,0.3729,4.5750,0min12sec
11690,-0.5198,0.3726,4.5746,0min11sec
11700,-0.5194,0.3723,4.5741,0min11sec
11710,-0.5190,0.3720,4.5737,0min11sec
11720,-0.5186,0.3718,4.5733,0min11sec
11730,-0.5181,0.3715,4.5728,0min11sec
11740,-0.5177,0.3712,4.5723,0min11sec
11750,-0.5173,0.3709,4.5719,0min11sec
11760,-0.5169,0.3706,4.5714,0min11sec
11770,-0.5165,0.3704,4.5709,0min12sec
11780,-0.5161,0.3701,4.5704,0min11sec
11790,-0.5157,0.3698,4.5700,0min11sec
11800,-0.5153,0.3695,4.5695,0min11sec
11810,-0.5149,0.3693,4.5691,0min11sec
11820,-0.5145,0.3690,4.5686,0min11sec
11830,-0.5141,0.3687,4.5681,0min11sec
11840,-0.5136,0.3684,4.5677,0min11sec
11850,-0.5132,0.3682,4.5672,0min12sec
11860,-0.5128,0.3679,4.5668,0min11sec
11870,-0.5124,0.3676,4.5663,0min12sec
11880,-0.5120,0.3673,4.5658,0min11sec
11890,-0.5116,0.3671,4.5654,0min11sec
11900,-0.5112,0.3668,4.5649,0min11sec
11910,-0.5108,0.3665,4.5645,0min11sec
11920,-0.5104,0.3662,4.5640,0min12sec
11930,-0.5100,0.3660,4.5635,0min12sec
11940,-0.5096,0.3657,4.5631,0min11sec
11950,-0.5092,0.3654,4.5626,0min11sec
11960,-0.5088,0.3652,4.5622,0min11sec
11970,-0.5084,0.3649,4.5617,0min11sec
11980,-0.5080,0.3646,4.5613,0min11sec
11990,-0.5076,0.3643,4.5608,0min11sec
12000,-0.5072,0.3641,4.5604,0min12sec
12010,-0.5068,0.3638,4.5599,0min11sec
12020,-0.5065,0.3635,4.5595,0min11sec
12030,-0.5061,0.3633,4.5590,0min11sec
12040,-0.5057,0.3630,4.5585,0min11sec
12050,-0.5053,0.3627,4.5581,0min11sec
12060,-0.5049,0.3625,4.5576,0min11sec
12070,-0.5045,0.3622,4.5572,0min11sec
12080,-0.5041,0.3619,4.5567,0min11sec
12090,-0.5037,0.3617,4.5563,0min12sec
12100,-0.5033,0.3614,4.5558,0min11sec
12110,-0.5029,0.3611,4.5554,0min11sec
12120,-0.5025,0.3609,4.5549,0min11sec
12130,-0.5022,0.3606,4.5545,0min12sec
12140,-0.5018,0.3603,4.5540,0min12sec
12150,-0.5014,0.3601,4.5536,0min11sec
12160,-0.5010,0.3598,4.5531,0min11sec
12170,-0.5006,0.3595,4.5527,0min11sec
12180,-0.5002,0.3593,4.5522,0min11sec
12190,-0.4998,0.3590,4.5518,0min11sec
12200,-0.4995,0.3588,4.5513,0min12sec
12210,-0.4991,0.3585,4.5509,0min11sec
12220,-0.4987,0.3582,4.5505,0min11sec
12230,-0.4983,0.3580,4.5500,0min11sec
12240,-0.4979,0.3577,4.5496,0min11sec
12250,-0.4976,0.3575,4.5492,0min12sec
12260,-0.4972,0.3572,4.5487,0min12sec
12270,-0.4968,0.3570,4.5483,0min11sec
12280,-0.4964,0.3567,4.5478,0min11sec
12290,-0.4961,0.3564,4.5474,0min11sec
12300,-0.4957,0.3562,4.5470,0min11sec
12310,-0.4953,0.3559,4.5465,0min12sec
12320,-0.4950,0.3557,4.5461,0min11sec
12330,-0.4946,0.3554,4.5457,0min11sec
12340,-0.4942,0.3552,4.5452,0min12sec
12350,-0.4938,0.3549,4.5448,0min11sec
12360,-0.4935,0.3546,4.5444,0min11sec
12370,-0.4931,0.3544,4.5440,0min11sec
12380,-0.4927,0.3541,4.5436,0min12sec
12390,-0.4923,0.3539,4.5431,0min11sec
12400,-0.4920,0.3536,4.5427,0min11sec
12410,-0.4916,0.3534,4.5423,0min11sec
12420,-0.4912,0.3531,4.5419,0min12sec
12430,-0.4909,0.3529,4.5415,0min11sec
12440,-0.4905,0.3526,4.5410,0min12sec
12450,-0.4901,0.3524,4.5406,0min11sec
12460,-0.4898,0.3521,4.5402,0min11sec
12470,-0.4894,0.3519,4.5398,0min11sec
12480,-0.4890,0.3516,4.5394,0min11sec
12490,-0.4887,0.3514,4.5389,0min11sec
12500,-0.4883,0.3511,4.5385,0min12sec
12510,-0.4879,0.3509,4.5381,0min12sec
12520,-0.4876,0.3506,4.5377,0min11sec
12530,-0.4872,0.3504,4.5373,0min11sec
12540,-0.4868,0.3501,4.5369,0min11sec
12550,-0.4865,0.3499,4.5364,0min11sec
12560,-0.4861,0.3497,4.5360,0min11sec
12570,-0.4858,0.3494,4.5356,0min11sec
12580,-0.4854,0.3492,4.5352,0min12sec
12590,-0.4850,0.3489,4.5348,0min11sec
12600,-0.4847,0.3487,4.5344,0min11sec
12610,-0.4843,0.3484,4.5339,0min12sec
12620,-0.4840,0.3482,4.5335,0min12sec
12630,-0.4836,0.3479,4.5331,0min11sec
12640,-0.4833,0.3477,4.5327,0min11sec
12650,-0.4829,0.3475,4.5323,0min11sec
12660,-0.4826,0.3472,4.5319,0min11sec
12670,-0.4822,0.3470,4.5315,0min11sec
12680,-0.4819,0.3467,4.5311,0min11sec
12690,-0.4815,0.3465,4.5307,0min11sec
12700,-0.4812,0.3462,4.5302,0min11sec
12710,-0.4808,0.3460,4.5298,0min11sec
12720,-0.4805,0.3458,4.5294,0min11sec
12730,-0.4801,0.3455,4.5290,0min11sec
12740,-0.4798,0.3453,4.5286,0min11sec
12750,-0.4794,0.3450,4.5282,0min11sec
12760,-0.4791,0.3448,4.5278,0min12sec
12770,-0.4787,0.3446,4.5274,0min11sec
12780,-0.4784,0.3443,4.5270,0min11sec
12790,-0.4780,0.3441,4.5266,0min11sec
12800,-0.4777,0.3438,4.5262,0min11sec
12810,-0.4773,0.3436,4.5258,0min11sec
12820,-0.4770,0.3434,4.5254,0min11sec
12830,-0.4766,0.3431,4.5250,0min11sec
12840,-0.4763,0.3429,4.5246,0min11sec
12850,-0.4759,0.3427,4.5242,0min11sec
12860,-0.4756,0.3424,4.5238,0min11sec
12870,-0.4752,0.3422,4.5234,0min11sec
12880,-0.4749,0.3420,4.5230,0min11sec
12890,-0.4746,0.3417,4.5226,0min11sec
12900,-0.4742,0.3415,4.5222,0min11sec
12910,-0.4739,0.3413,4.5218,0min12sec
12920,-0.4735,0.3410,4.5214,0min11sec
12930,-0.4732,0.3408,4.5211,0min11sec
12940,-0.4729,0.3406,4.5207,0min11sec
12950,-0.4725,0.3403,4.5203,0min11sec
12960,-0.4722,0.3401,4.5199,0min11sec
12970,-0.4718,0.3399,4.5195,0min11sec
12980,-0.4715,0.3396,4.5191,0min11sec
12990,-0.4712,0.3394,4.5187,0min11sec
